table_name,column_name,data_type,character_maximum_length,is_nullable,field_name
table1041,column20042,double precision,,YES,Amount To Pay
table1041,state,bigint,,YES,status
table1041,stateownerid,bigint,,YES,stateownerid
table1043,id,bigint,,NO,id
table1043,column20187,text,,YES,Name of Company
table1043,column20324,text,,YES,Project Name
table1043,column20196,timestamp without time zone,,YES,Voucher Date
table1043,column20188,text,,YES,Ledger Name
table1043,column20189,text,,YES,Payment Mode
table1043,column20190,text,,YES,Bank/Cash Account
table1043,column20192,text,,YES,Cheque No
table1043,column21971,text,,YES,Budget Group
table1043,column20194,text,,YES,Narration
table1043,created_by,character varying,255,YES,created_by
table1043,created_date,timestamp without time zone,,YES,created_date
table1043,modified_by,character varying,255,YES,modified_by
table1043,modified_date,timestamp without time zone,,YES,modified_date
table1043,column29234,text,,YES,Voucher No@/Y/M/3
table1043,column30301,text,,YES,Remarks
table1043,column20191,double precision,,YES,Amount
table1043,state,bigint,,YES,status
table1043,stateownerid,bigint,,YES,stateownerid
table1044,id,bigint,,NO,id
table1044,column20206,text,,YES,Ledger Name
table1044,column20207,text,,YES,From Project
table1044,column20215,bigint,,YES,WCT TDS Entries
table1044,created_by,character varying,255,YES,created_by
table1044,created_date,timestamp without time zone,,YES,created_date
table1044,modified_by,character varying,255,YES,modified_by
table1044,modified_date,timestamp without time zone,,YES,modified_date
table1044,column35312,text,,YES,VAT TIN No. Line1
table1044,column20208,double precision,,YES,Setoff Percent
table1044,column20209,double precision,,YES,Writeoff Percent
table1044,column20210,double precision,,YES,Prev Outstanding
table1044,column20211,double precision,,YES,Current Outstanding
table1044,column20212,double precision,,YES,Set off Amount
table1044,column20213,double precision,,YES,Write off Amount
table1044,state,bigint,,YES,status
table1044,stateownerid,bigint,,YES,stateownerid
table1046,id,bigint,,NO,id
table1046,column20243,text,,YES,Voucher No@Y/M/3
table1046,column20244,timestamp without time zone,,YES,Date
table1046,column20245,text,,YES,Name of Company
table1046,column23670,text,,YES,Our Company Status
table1046,column20246,text,,YES,Project Name
table1046,column20249,text,,YES,Name of Client
table1046,column20250,text,,YES,Sale Bill Number
table1046,column20251,text,,YES,Delivery Challan No
table1046,column20252,text,,YES,Ledger Type
table1046,column20253,text,,YES,Sale Bill Ledger
table1046,column20254,timestamp without time zone,,YES,From Date
table1046,column20255,timestamp without time zone,,YES,To Date
table1046,column20256,text,,YES,Payment Mode
table1046,column20258,text,,YES,Add Service Tax
table1046,column20259,text,,YES,Add VAT
table1046,column20264,text,,YES,Category of S.Tax
table1046,column20278,text,,YES,TCS Collection
table1046,column20279,text,,YES,Show TDS Details
table1046,column20316,text,,YES,Narration
table1046,created_by,character varying,255,YES,created_by
table1046,created_date,timestamp without time zone,,YES,created_date
table1046,modified_by,character varying,255,YES,modified_by
table1046,modified_date,timestamp without time zone,,YES,modified_date
table1046,column27877,text,,YES,Other Charges Ledger
table1046,column30266,text,,YES,Remarks
table1046,column31880,text,,YES,VAT Type
table1046,column31881,text,,YES,VAT Ledger
table1046,column32355,text,,YES,Agreement Number
table1046,column33967,text,,YES,Sale Bill in the name of
table1046,column33969,text,,YES,Lease Bill Details
table1046,column34696,text,,YES,Asset ID
table1046,column35262,timestamp without time zone,,YES,Remind From Date
table1046,column35263,text,,YES,Remind To Email IDs
table1046,column31910,text,,YES,Bank Account
table1046,column37479,text,,YES,Work Order Number
table1046,column20281,text,,YES,Tax Category
table1046,column40391,text,,YES,Adjusted Ledger
table1046,column41678,text,,YES,Location Project Name
table1046,column42481,text,,YES,Sales Order No
table1046,column44418,text,,YES,Mobile No.
table1046,column44419,text,,YES,Email
table1046,column46818,text,,YES,Invoice Type
table1046,column47326,text,,YES,Ship To
table1046,column47327,text,,YES,PO Reference Number
table1046,column47328,text,,YES,Payment Term
table1046,column47322,text,,YES,Bank Name
table1046,column47323,text,,YES,Account Number
table1046,column47324,text,,YES,IFSC Code
table1046,column47325,text,,YES,Bank Branch
table1046,column48052,text,,YES,Export type
table1046,column48054,text,,YES,Claim Refund
table1046,column48080,text,,YES,Godown Name
table1046,column48660,text,,YES,GST No.
table1046,column48661,text,,YES,Location1
table1046,column51387,text,,YES,Sale Order No
table1046,column51495,text,,YES,E way Bill No
table1046,column42047,text,,YES,Company Currency
table1046,column42048,text,,YES,Export PO
table1046,column42049,text,,YES,Export Currency
table1046,column55194,text,,YES,Special TDS Category
table1046,column55265,text,,YES,Godown Name
table1046,column56412,text,,YES,Currency
table1046,column52633,text,,YES,Billing Doc
table1046,column56726,text,,YES,Main Ledger Name
table1046,column56848,text,,YES,Cheque No
table1046,column56849,timestamp without time zone,,YES,Cheque Date
table1046,column55741,text,,YES,E Invoice No.
table1046,column57442,text,,YES,Cloud Code
table1046,column57443,text,,YES,E way Bill Required
table1046,column57444,text,,YES,Supply Type
table1046,column57445,text,,YES,Mode of Transport
table1046,column57446,text,,YES,Distance of Transport
table1046,column57447,text,,YES,Transported ID
table1046,column57448,text,,YES,Name of Transporter
table1046,column57449,text,,YES,Transporter Doc Number
table1046,column57450,timestamp without time zone,,YES,Transporter Doc Date
table1046,column57451,text,,YES,Type of Vehicle
table1046,column57452,text,,YES,Vehicle Number
table1046,column57615,text,,YES,Acknowledgement Number
table1046,column57616,text,,YES,Acknowledgement Date
table1046,column57617,text,,YES,E Invoice QR Code Data
table1046,column57654,text,,YES,Transaction Mode
table1046,column57655,text,,YES,Ship GSTN
table1046,column57656,text,,YES,Shipping Legal Name
table1046,column57657,text,,YES,"Building/Flat no, Road/Street"
table1046,column57658,text,,YES,Location
table1046,column57659,text,,YES,Shipping Trade Name
table1046,column57660,text,,YES,District
table1046,column57661,text,,YES,Pin Code
table1046,column57662,text,,YES,State Code
table1046,column57663,text,,YES,Phone Number
table1046,column57664,text,,YES,Email ID
table1046,column57665,text,,YES,Dispatch GSTIN
table1046,column57666,text,,YES,Dispatch Trade Name
table1046,column57667,text,,YES,Building Number
table1046,column57668,text,,YES,"Building/Flat no, Road/Street"
table1046,column57669,text,,YES,"Floor no., Name of the premises/building"
table1046,column57670,text,,YES,Location
table1046,column57671,text,,YES,District
table1046,column57672,text,,YES,Pin Code1
table1046,column57673,text,,YES,State Code
table1046,column57674,text,,YES,Phone Number
table1046,column57675,text,,YES,Email ID
table1046,column55725,text,,YES,Vehicle No
table1046,column55726,text,,YES,Transporter Name
table1046,column60039,text,,YES,Transporter GSTN No
table1046,column37197,text,,YES,Terms and Conditions
table1046,column49463,text,,YES,All Forms Voucher No Updtd Status
table1046,column49564,text,,YES,DOCTYPE
table1046,column49565,text,,YES,PATIENTCODE
table1046,column49567,text,,YES,Gender
table1046,column49572,text,,YES,Doctor Name
table1046,column49573,text,,YES,Patient Type
table1046,column49588,text,,YES,Corporate Client
table1046,column49846,text,,YES,Patient case number
table1046,column49851,timestamp without time zone,,YES,IPBILL Admission Date
table1046,column49852,timestamp without time zone,,YES,IPBILL Discharge Date
table1046,column49854,text,,YES,Type
table1046,column49856,text,,YES,Inst Bill Number
table1046,column49862,text,,YES,Ref Doctor Name
table1046,column49863,text,,YES,Service Rqst Remarks
table1046,column49864,text,,YES,Concession Auth Remarks
table1046,column49865,text,,YES,User Code
table1046,column49866,text,,YES,Bill Dept
table1046,column49867,text,,YES,Bill Status
table1046,column49868,text,,YES,Ref Inst
table1046,column49869,text,,YES,New Exist
table1046,column49886,text,,YES,Pay Mode Name
table1046,column49887,text,,YES,Menu Name
table1046,column49888,text,,YES,Organization
table1046,column49889,text,,YES,Service Code
table1046,column49890,text,,YES,Service Name
table1046,column49891,text,,YES,Render Doctor
table1046,column49892,text,,YES,Service Request Remarks
table1046,column49893,text,,YES,Conc authorization Remarks
table1046,column49894,text,,YES,Render Doctor Dept
table1046,column49895,text,,YES,Ref Doctor Dept
table1046,column49896,text,,YES,Bill Head
table1046,column49897,text,,YES,Bill Type
table1046,column49898,text,,YES,Bill Group Code
table1046,column49899,text,,YES,Render Doctor Code
table1046,column49907,text,,YES,IP Number
table1046,column49908,text,,YES,Admit Doctor Code
table1046,column49909,text,,YES,Admit Doctor Name
table1046,column49910,text,,YES,Admit Dept Code
table1046,column49911,text,,YES,Admit Dept Name
table1046,column49912,text,,YES,Ref Doctor Code
table1046,column49913,text,,YES,Request Number
table1046,column49914,timestamp without time zone,,YES,Request Date
table1046,column49915,text,,YES,Doctor Code
table1046,column49916,text,,YES,Comp Code
table1046,column49919,text,,YES,Class
table1046,column49923,text,,YES,Recursion Ref No
table1046,column49931,text,,YES,Case Type
table1046,column49932,timestamp without time zone,,YES,Service Request Date
table1046,column49933,text,,YES,Request Service Code
table1046,column49934,text,,YES,Package Name
table1046,column49958,text,,YES,Dept Code
table1046,column49959,text,,YES,Dept Name
table1046,column49963,text,,YES,Doctor Group Code
table1046,column49964,text,,YES,Request Service Group Code
table1046,column49966,text,,YES,Patient category
table1046,column49967,text,,YES,Package Type
table1046,column51371,text,,YES,Billing Type
table1046,column51372,text,,YES,Costing Code No
table1046,column51373,text,,YES,Costing Code Line Id
table1046,column52631,text,,YES,Sales Org Desc
table1046,column52632,text,,YES,Distribution Channel Name
table1046,column52634,text,,YES,Zone Name
table1046,column52635,text,,YES,Sales Office Name
table1046,column52636,text,,YES,Sales Group Name
table1046,column52637,text,,YES,Cust Group Name
table1046,column52638,text,,YES,State Description
table1046,column52639,text,,YES,Country
table1046,column52640,text,,YES,Inco Term1
table1046,column52641,text,,YES,Inco Term2
table1046,column52642,text,,YES,Industry Key Name
table1046,column52643,text,,YES,Ship To State
table1046,column52644,timestamp without time zone,,YES,Cust PO Date
table1046,column52688,timestamp without time zone,,YES,Net due date
table1046,column52689,text,,YES,Mktg Person Name
table1046,column53782,timestamp without time zone,,YES,Bill Date
table1046,column54273,text,,YES,Vendor Code
table1046,column54274,text,,YES,Shipping Address
table1046,column54682,text,,YES,Sales Org Code
table1046,column54683,text,,YES,Distribution Channel Code
table1046,column54684,text,,YES,Bill Category
table1046,column54685,text,,YES,Sold To Party Code
table1046,column54686,text,,YES,GSTIN No
table1046,column54687,text,,YES,Zone Code
table1046,column54688,text,,YES,Sales Office Code
table1046,column54689,text,,YES,Sales Group Code
table1046,column54690,text,,YES,Cust Group Code
table1046,column54691,text,,YES,City
table1046,column54693,text,,YES,Country Code
table1046,column54694,text,,YES,Payment Term Code
table1046,column54695,text,,YES,No days Credit
table1046,column54696,text,,YES,Industry Key Code
table1046,column54697,text,,YES,Ship To Code
table1046,column54698,text,,YES,Ship To City
table1046,column54715,text,,YES,Currency
table1046,column54730,text,,YES,Mktg Code Person
table1046,column54961,timestamp without time zone,,YES,Billing Date
table1046,column54962,text,,YES,Ship To State Code
table1046,column55650,text,,YES,SIReferenceNumber
table1046,column55727,text,,YES,LR No
table1046,column56718,text,,YES,CONCESSIONNO
table1046,column56720,timestamp without time zone,,YES,CONCESSIONDATE
table1046,column58461,text,,YES,Terms And Conditions Group
table1046,column58904,text,,YES,Export SO
table1046,column58905,text,,YES,Export Currency
table1046,column59010,text,,YES,Pincode
table1046,column59117,text,,YES,Additional Discount Type
table1046,column59715,text,,YES,Care Of
table1046,column59746,text,,YES,Onchnage Call
table1046,column59787,text,,YES,Invoice Category
table1046,column59788,text,,YES,Auto Invoice Creation
table1046,column59837,text,,YES,Bill Party
table1046,column59985,text,,YES,Billing Code
table1046,column59986,text,,YES,Shipping Code
table1046,column59987,text,,YES,Billing Address
table1046,column60038,text,,YES,Reference No
table1046,column60428,text,,YES,Mode of Transport
table1046,column60461,text,,YES,Export Category
table1046,column60462,text,,YES,Export Payment
table1046,column60464,text,,YES,Currency Code
table1046,column60465,text,,YES,Destination Code
table1046,column60466,text,,YES,Transaction Category
table1046,column60630,text,,YES,Supply Type
table1046,column60632,text,,YES,Type of Vehicle
table1046,column60160,text,,YES,Opening Voucher No
table1046,column23475,boolean,,YES,Delivery Challan Required
table1046,column23476,double precision,,YES,Total Extra Sale Amount
table1046,column20257,double precision,,YES,Amount
table1046,column20265,double precision,,YES,Tax Rate1
table1046,column20266,double precision,,YES,Tax Amount1
table1046,column20268,double precision,,YES,Tax Rate2
table1046,column20269,double precision,,YES,Tax Amount2
table1046,column20271,double precision,,YES,Tax Rate3
table1046,column20272,double precision,,YES,Tax Amount3
table1046,column23559,double precision,,YES,Percent of S.Tax Payable By Client
table1046,column23560,double precision,,YES,Amount of S.Tax Payable By Client
table1046,column20274,double precision,,YES,Tax Rate4
table1046,column20275,double precision,,YES,Tax Amount4
table1046,column20276,double precision,,YES,Total Tax Amount
table1046,column20277,double precision,,YES,Bill Amount
table1046,column20286,double precision,,YES,Total Credit
table1046,column20292,double precision,,YES,Tax Rate4p
table1046,column20294,double precision,,YES,Amt4p
table1046,column20296,double precision,,YES,Tax Rate5p
table1046,column20298,double precision,,YES,Amt5p
table1046,column20302,double precision,,YES,Amt6p
table1046,column20304,double precision,,YES,Total Receivable Amount
table1046,column20305,double precision,,YES,TDS Principal Amt
table1046,state,bigint,,YES,status
table1046,stateownerid,bigint,,YES,stateownerid
table1046,column27865,double precision,,YES,Excise Principal Amount
table1046,column27866,double precision,,YES,Excise Rate
table1046,column27867,double precision,,YES,Excise Rate Amount
table1046,column27869,double precision,,YES,Excise EC Rate
table1046,column27870,double precision,,YES,Excise EC Amount
table1046,column27872,double precision,,YES,Excise HEC Rate
table1046,column27873,double precision,,YES,Excise HEC Amount
table1046,column27874,double precision,,YES,Excise Amount
table1046,column27876,double precision,,YES,Other Charges
table1046,column27921,double precision,,YES,Service Tax Principal Amount
table1046,column27922,double precision,,YES,VAT Principal Amount
table1046,column27927,double precision,,YES,Roundoff Amount
table1046,column28211,double precision,,YES,Total Service Tax Amount
table1046,column20314,double precision,,YES,Service Tax Amount
table1046,column30751,double precision,,YES,Adjusted Amount
table1046,column35261,boolean,,YES,Reminder
table1046,column35957,double precision,,YES,Other Debit Amount
table1046,column37560,double precision,,YES,SBC Tax Rate
table1046,column37561,double precision,,YES,SBC Amount
table1046,column37562,double precision,,YES,Amount of SBC Payable By Us
table1046,column38585,double precision,,YES,KKC Tax Rate
table1046,column38586,double precision,,YES,KKC Amount
table1046,column38587,double precision,,YES,Amount of KKC Payable By Us
table1046,column40675,double precision,,YES,Total Tax Code Amount
table1046,column42475,double precision,,YES,Claim Percent 2
table1046,column42050,double precision,,YES,Exchange Rate
table1046,column53745,boolean,,YES,Reverse Charge
table1046,column56413,double precision,,YES,Conversion Rate
table1046,column56847,boolean,,YES,Invoice Cum Receipt
table1046,column57998,double precision,,YES,Total Foreign Amount
table1046,column49847,double precision,,YES,POLICYCONCAMT
table1046,column49848,double precision,,YES,ADDLCONCAMT
table1046,column49849,double precision,,YES,Company Payable
table1046,column49850,double precision,,YES,Patient Payable
table1046,column49853,double precision,,YES,IPBILL Deposit collect Amt
table1046,column49855,double precision,,YES,Inst Payable
table1046,column49857,double precision,,YES,Deposit Amount
table1046,column49858,double precision,,YES,Patient Received Amt
table1046,column49859,double precision,,YES,Inst Received Amt
table1046,column49860,double precision,,YES,Post Bill Conc
table1046,column49861,double precision,,YES,Balance Due Amt
table1046,column49875,double precision,,YES,Net Amt
table1046,column49885,double precision,,YES,SRNO
table1046,column49900,double precision,,YES,Service Charge Percentage
table1046,column49901,double precision,,YES,Hospital Perc
table1046,column49902,double precision,,YES,HONAPPL AMT
table1046,column49903,double precision,,YES,IOSPL PERC
table1046,column49904,double precision,,YES,IOSPL AMT
table1046,column49905,double precision,,YES,Hospital Amt
table1046,column49906,double precision,,YES,Service Charge Amt
table1046,column49917,double precision,,YES,Dept Perc
table1046,column49918,double precision,,YES,Dept Amount
table1046,column49960,double precision,,YES,Service Net Amt
table1046,column49961,double precision,,YES,SRL Perc
table1046,column49962,double precision,,YES,SRL Amount
table1046,column49965,double precision,,YES,Diff Amt
table1046,column54731,double precision,,YES,Cust PO No
table1046,column56721,double precision,,YES,CONCAMT
table1046,column56722,double precision,,YES,POSTBILLCONCAMT
table1046,column58629,double precision,,YES,Total Foreign Tax Amount
table1046,column58906,double precision,,YES,Header Exchange Rate
table1046,column59045,double precision,,YES,Total Quantity
table1046,column59046,double precision,,YES,Total Basic Amount
table1046,column59047,double precision,,YES,Total Discount Amount
table1046,column59048,double precision,,YES,Total Additional Discount Amount
table1046,column59049,double precision,,YES,Total Other Charges Amount
table1046,column59050,double precision,,YES,Total Additional Amount
table1046,column59051,double precision,,YES,Header Total Tax Amount
table1046,column59052,double precision,,YES,Total Additional Tax Amount
table1046,column59118,double precision,,YES,Additional Discount
table1046,column59376,boolean,,YES,Brokerage Applicable
table1046,column59492,double precision,,YES,Total Weight
table1046,column59493,double precision,,YES,Weight In Tons
table1046,column59497,boolean,,YES,Recalculate Amount
table1046,column59879,double precision,,YES,Payment Terms In Days
table1046,column60463,double precision,,YES,Foreign Currency Invoice
table1047,id,bigint,,NO,id
table1047,column20378,text,,YES,Allowance
table1047,created_by,character varying,255,YES,created_by
table1047,created_date,timestamp without time zone,,YES,created_date
table1047,modified_by,character varying,255,YES,modified_by
table1047,modified_date,timestamp without time zone,,YES,modified_date
table1047,column20379,double precision,,YES,Rs.
table1047,state,bigint,,YES,status
table1047,stateownerid,bigint,,YES,stateownerid
table1048,id,bigint,,NO,id
table1048,column20382,text,,YES,Income
table1048,created_by,character varying,255,YES,created_by
table1048,created_date,timestamp without time zone,,YES,created_date
table1048,modified_by,character varying,255,YES,modified_by
table1048,modified_date,timestamp without time zone,,YES,modified_date
table1048,column20383,double precision,,YES,Rs.
table1048,state,bigint,,YES,status
table1048,stateownerid,bigint,,YES,stateownerid
table1049,id,bigint,,NO,id
table1049,column20386,text,,YES,Sr No
table1049,column20387,text,,YES,Description
table1049,created_by,character varying,255,YES,created_by
table1049,created_date,timestamp without time zone,,YES,created_date
table1049,modified_by,character varying,255,YES,modified_by
table1049,modified_date,timestamp without time zone,,YES,modified_date
table1049,column20388,double precision,,YES,Gross Amount
table1049,column20389,double precision,,YES,Deductible Amount
table1049,state,bigint,,YES,status
table1049,stateownerid,bigint,,YES,stateownerid
table1050,id,bigint,,NO,id
table1050,column20391,text,,YES,Section
table1050,column20392,text,,YES,Description
table1050,created_by,character varying,255,YES,created_by
table1050,created_date,timestamp without time zone,,YES,created_date
table1050,modified_by,character varying,255,YES,modified_by
table1050,modified_date,timestamp without time zone,,YES,modified_date
table1050,column20393,double precision,,YES,Gross Amount
table1050,column20394,double precision,,YES,Qualifying Amount
table1050,column20395,double precision,,YES,Deductible Amount
table1050,state,bigint,,YES,status
table1050,stateownerid,bigint,,YES,stateownerid
table1055,id,bigint,,NO,id
table1055,column20584,text,,YES,Sr. No.
table1055,column20585,text,,YES,Activity
table1055,column20586,text,,YES,Work Order No@PW/Y/3
table1055,column20587,text,,YES,Nature of Work
table1055,column20588,text,,YES,Description
table1055,column20589,text,,YES,Unit
table1055,column20595,bigint,,YES,Service Received For Percent Wise Work Orders
table1055,created_by,character varying,255,YES,created_by
table1055,created_date,timestamp without time zone,,YES,created_date
table1055,modified_by,character varying,255,YES,modified_by
table1055,modified_date,timestamp without time zone,,YES,modified_date
table1055,column31168,text,,YES,Level
table1055,column32791,text,,YES,Activity Code
table1055,column20590,double precision,,YES,Total Qty Amount
table1055,column22665,double precision,,YES,W O Area
table1055,column21881,double precision,,YES,Percentage
table1055,column22654,double precision,,YES,Qty Amount
table1055,column22605,double precision,,YES,Percent Work Done
table1055,column20591,double precision,,YES,Current Perc
table1055,column20592,double precision,,YES,Service Cost
table1055,state,bigint,,YES,status
table1055,stateownerid,bigint,,YES,stateownerid
table1056,id,bigint,,NO,id
table1056,column20623,text,,YES,S. No
table1056,column22869,text,,YES,Sub Project
table1056,column20637,text,,YES,Nature of Work
table1056,column20624,text,,YES,Particulars
table1056,column20626,text,,YES,Unit
table1056,column22743,text,,YES,Remarks
table1056,column20628,bigint,,YES,column20628
table1056,created_by,character varying,255,YES,created_by
table1056,created_date,timestamp without time zone,,YES,created_date
table1056,modified_by,character varying,255,YES,modified_by
table1056,modified_date,timestamp without time zone,,YES,modified_date
table1056,column20643,double precision,,YES,Qty
table1056,state,bigint,,YES,status
table1056,stateownerid,bigint,,YES,stateownerid
table1060,id,bigint,,NO,id
table1060,column20651,text,,YES,Type
table1060,column20654,text,,YES,Dept Type
table1060,column20655,text,,YES,Position
table1060,column20652,text,,YES,Name
table1060,created_by,character varying,255,YES,created_by
table1060,created_date,timestamp without time zone,,YES,created_date
table1060,modified_by,character varying,255,YES,modified_by
table1060,modified_date,timestamp without time zone,,YES,modified_date
table1060,column31849,text,,YES,Name of Company
table1060,column37858,text,,YES,Country Code
table1060,column38512,text,,YES,Branch Name
table1060,column38513,text,,YES,Location
table1060,column38514,text,,YES,Category/Grade
table1060,column38515,timestamp without time zone,,YES,Date
table1060,column38516,text,,YES,Day
table1060,column38517,text,,YES,Year
table1060,column38518,text,,YES,Employee Name
table1060,column38519,text,,YES,Employee Code
table1060,column38520,text,,YES,IFSC Code
table1060,column38521,text,,YES,Bank Name
table1060,column38522,text,,YES,Bank Branch
table1060,column38523,text,,YES,Bank A/c No
table1060,column38524,text,,YES,Transaction Type
table1060,column38525,text,,YES,Narration
table1060,column38527,text,,YES,Rate/Amount Narration
table1060,column38528,text,,YES,Type New
table1060,column38529,text,,YES,Type of Allowance
table1060,column38530,text,,YES,Type of Deductions
table1060,column38574,text,,YES,Type Of Leave
table1060,column38835,text,,YES,Shift Type
table1060,column38836,time without time zone,,YES,In Time
table1060,column38837,time without time zone,,YES,Out Time
table1060,column40777,text,,YES,Project Name
table1060,column46820,text,,YES,Code
table1060,column51604,text,,YES,Lost Sub Reasons
table1060,column46158,text,,YES,Module Name
table1060,column49425,text,,YES,Reason Type
table1060,column51714,text,,YES,Voucher Series
table1060,column53025,text,,YES,Enquiry Non Qualified Sub Reason
table1060,column53027,text,,YES,Telecalling Non Qualified Sub Reason
table1060,column50152,text,,YES,Leave Credit On
table1060,column50154,text,,YES,Employee Status
table1060,column50344,timestamp without time zone,,YES,From Date
table1060,column50345,timestamp without time zone,,YES,To Date
table1060,column55645,text,,YES,Department Code
table1060,column56150,text,,YES,ROW Type Name
table1060,column56151,text,,YES,Project Work
table1060,column57292,text,,YES,Grade
table1060,column55264,text,,YES,Document Description
table1060,column55282,text,,YES,Document Type Name
table1060,column56320,text,,YES,Information
table1060,column62831,text,,YES,Code Digits
table1060,column59762,text,,YES,Project Delay type
table1060,column59763,text,,YES,Project Delay Sub Category
table1060,column61982,text,,YES,Level For Incentive
table1060,state,bigint,,YES,status
table1060,stateownerid,bigint,,YES,stateownerid
table1060,column50153,double precision,,YES,No. of Leaves to Credit
table1060,column50155,double precision,,YES,Min.Restriction of Leaves
table1060,column50241,double precision,,YES,Max.Restriction of Leaves
table1060,column51286,double precision,,YES,Leaves Carryforward
table1060,column51287,double precision,,YES,Leaves Not Carryforward
table1060,column51785,double precision,,YES,Amount
table1060,column52595,double precision,,YES,Variable Perc.
table1060,column57258,boolean,,YES,Active
table1060,column57321,double precision,,YES,Prior Days
table1046,column66257,double precision,,YES,Total Qty
table1046,column20313,text,,YES,Amount in Words
table1060,column68449,double precision,,YES,Notice Period
table1046,column59557,boolean,,YES,Apply Additional Charges
table1060,column70279,boolean,,YES,Applied for Labour
table1060,column69814,text,,YES,L
table1060,column69818,text,,YES,Lead State Type
table1060,column68096,text,,YES,Routing Number
table1060,column68097,text,,YES,Branch / Unit
table1046,column71589,text,,YES,Shipping Bill Number
table1046,column71590,timestamp without time zone,,YES,Shipping Bill Date
table1046,column71588,text,,YES,Port Code
table1017,column73157,boolean,,YES,Convert FG Stock
table1017,column73158,text,,YES,Sales Order No
table1017,column73159,text,,YES,Part No
table1069,id,bigint,,NO,id
table1069,column21166,text,,YES,Parent Group
table1069,column20844,text,,YES,Item Group
table1069,created_by,character varying,255,YES,created_by
table1069,created_date,timestamp without time zone,,YES,created_date
table1069,modified_by,character varying,255,YES,modified_by
table1069,modified_date,timestamp without time zone,,YES,modified_date
table1069,column31752,text,,YES,Name of Company1
table1069,column32364,text,,YES,Remarks
table1069,column33159,text,,YES,Item Group Code
table1069,column39761,text,,YES,Hierarchy Code
table1069,column22579,double precision,,YES,Lead Period
table1069,column40824,text,,YES,IsCategory
table1069,column41600,text,,YES,Resource Type
table1069,column42555,text,,YES,Stock Ledger Name
table1069,column42556,text,,YES,Consumption Ledger Name
table1069,state,bigint,,YES,status
table1069,stateownerid,bigint,,YES,stateownerid
table1070,id,bigint,,NO,id
table1070,column21816,text,,YES,Parent Group
table1070,column20846,text,,YES,Nature of Work
table1070,created_by,character varying,255,YES,created_by
table1070,created_date,timestamp without time zone,,YES,created_date
table1070,modified_by,character varying,255,YES,modified_by
table1070,modified_date,timestamp without time zone,,YES,modified_date
table1070,column31753,text,,YES,Name of Company
table1070,state,bigint,,YES,status
table1070,stateownerid,bigint,,YES,stateownerid
table1071,id,bigint,,NO,id
table1071,column20852,text,,YES,Project Name
table1071,column20853,text,,YES,Project Code
table1071,created_by,character varying,255,YES,created_by
table1071,created_date,timestamp without time zone,,YES,created_date
table1071,modified_by,character varying,255,YES,modified_by
table1071,modified_date,timestamp without time zone,,YES,modified_date
table1071,column34517,text,,YES,Sub Project
table1071,column35232,text,,YES,AutoCAD Server IP
table1071,column35233,text,,YES,AutoCAD Server Port
table1071,state,bigint,,YES,status
table1071,stateownerid,bigint,,YES,stateownerid
table1071,column34518,bigint,,YES,No. Of Levels
table1071,column35422,bigint,,YES,Level No.
table1072,id,bigint,,NO,id
table1072,column20855,text,,YES,Item Group
table1072,column20856,text,,YES,Item Desc
table1072,column20857,text,,YES,Unit
table1072,column20905,bigint,,YES,Material Control Center
table1072,created_by,character varying,255,YES,created_by
table1072,created_date,timestamp without time zone,,YES,created_date
table1072,modified_by,character varying,255,YES,modified_by
table1072,modified_date,timestamp without time zone,,YES,modified_date
table1072,column36104,text,,YES,Item Code
table1072,column20858,double precision,,YES,Factor
table1072,column20859,double precision,,YES,Est Qty
table1072,column20860,double precision,,YES,Est Rate
table1072,column20861,double precision,,YES,Est Amt
table1072,state,bigint,,YES,status
table1072,stateownerid,bigint,,YES,stateownerid
table1073,id,bigint,,NO,id
table1073,column20863,text,,YES,Nature of Work
table1073,column20864,text,,YES,Particulars
table1073,column20865,text,,YES,Unit
table1073,column20906,bigint,,YES,Labour Control Center
table1073,created_by,character varying,255,YES,created_by
table1073,created_date,timestamp without time zone,,YES,created_date
table1073,modified_by,character varying,255,YES,modified_by
table1073,modified_date,timestamp without time zone,,YES,modified_date
table1073,column20866,double precision,,YES,Factor
table1073,column20867,double precision,,YES,Est Qty
table1073,column20868,double precision,,YES,Est Rate
table1073,column20869,double precision,,YES,Est Amt
table1073,state,bigint,,YES,status
table1073,stateownerid,bigint,,YES,stateownerid
table1074,id,bigint,,NO,id
table1074,column20871,text,,YES,Nature of Work
table1074,column20872,text,,YES,Particulars
table1074,column20873,text,,YES,Unit
table1074,column20907,bigint,,YES,Equipment Control Center
table1074,created_by,character varying,255,YES,created_by
table1074,created_date,timestamp without time zone,,YES,created_date
table1074,modified_by,character varying,255,YES,modified_by
table1074,modified_date,timestamp without time zone,,YES,modified_date
table1074,column20874,double precision,,YES,Factor
table1074,column20875,double precision,,YES,Est Qty
table1074,column20876,double precision,,YES,Est Rate
table1074,column20877,double precision,,YES,Est Amt
table1074,state,bigint,,YES,status
table1074,stateownerid,bigint,,YES,stateownerid
table1075,id,bigint,,NO,id
table1075,column20879,text,,YES,Name Of Client
table1075,column20880,text,,YES,Project Name
table1075,column20881,text,,YES,Sub Project
table1075,column20882,text,,YES,Tender No
table1075,column20884,text,,YES,Copy to Name Of Client
table1075,column20885,text,,YES,Copy to Project Name
table1075,column20886,text,,YES,Copy to Sub Project
table1075,column20887,text,,YES,Copy to Tender No
table1075,column20888,text,,YES,Activity Type
