table_name,column_name,field_name
table1261,column24941,Project Name
table1261,column24942,Inventory Org ID
table1268,column27743,Esclation Bill No
table1268,column25088,Customer Number
table1268,column25089,Customer Name
table1268,column25090,Location
table1268,column25093,Bank Name
table1268,column25094,Bank Number
table1268,column25097,Remit Bank Branch Name
table1268,column25082,Project Name
table1267,column29104,Tran Date
table1263,column24972,Sub Project
table1263,column24970,Project Name
table1263,column31125,Level
table1265,column25051,Name of Contractor
table1267,column27337,Activity Name
table1261,column24946,Unit
table1261,column24948,Our FIM Rate
table1265,column25049,Sub Project
table1263,column24973,Activity Name
table1265,column25050,Activity Name
table1266,column25068,Correction in PC Qty
table1265,column31126,Level
table1265,column35251,Activity Code
table1261,column36101,Item Code
table1268,column25098,Net Balance
table1268,column25076,Bill No
table1266,column39960,Date
table1266,column25062,L
table1266,column25063,B
table1266,column25064,H
table1266,column27341,Formula
table1266,column25066,JMR Work Done Qty
table1266,column25061,Nos
table1222,column30183,Sequence No
table1256,column42431,Fuel Item Code
table1222,column24201,PID
table1222,column25192,Parent ID
table1222,column30125,Group
table1222,column24928,Validity Duration In Days
table1222,column24209,Land Name
table1222,column24210,Lead No
table1222,column24211,Plot Id No
table1222,column24200,Departments
table1222,column24929,Prescribed Format
table1222,column24208,Property Name
table1222,column30092,Process Generation ID
table1222,column24930,Outsource Or Team Member
table1222,column24931,Task Group
table1222,column30126,Milestone
table1222,column24204,Duration In Days
table1267,column45587,Item Group
table1267,column45588,Item Desc
table1267,column12918,Factor
table1226,column24292,Avaliable Quantity
table1256,column24809,Depreciation Applicable
table1256,column24822,R.T.A
table1256,column24850,Managed By
table1256,column24824,New / Used
table1256,column24825,Old Owner Name
table1256,column24828,Seating Capacity With Driver
table1256,column24829,Registered Loading Weight (Tonnes)
table1256,column35199,Name of Financer of Machinery
table1256,column35202,Taxable / Non Taxable
table1256,column46155,Module Name
table1256,column45299,Ideal Working Hours or UOM
table1256,column35203,Tax
table1256,column35204,Green Tax
table1256,column45301,Hire Rate Per UOM
table1256,column28119,Asset Ledger
table1256,column28120,Depreciation Method
table1256,column36407,Asset Group
table1256,column28896,IT Opening Amount
table1256,column28250,Start Date
table1256,column51203,Asset Item Code
table1220,column24158,Site Person Name
table1253,column24766,Department
table1253,column24764,Employee Name
table1254,column24776,Department Name
table1254,column24781,Employee Code
table1259,column24901,Department
table1256,column24852,Employee Code
table1256,column24818,Insurance Company Name
table1256,column24819,Policy No.
table1256,column24854,Name
table1256,column49465,Asset End Date
table1255,column56529,Insurance Company Name
table1255,column56530,Policy No.
table1255,column56531,Insurance Start Date
table1255,column56532,Insurance End Date
table1256,column36356,Installment Till Date
table1267,column53828,Unit
table1256,column60103,Schedule Maintenance UOM
table1256,column60105,Alert On
table1256,column60104,Schedule Maintenance Reading
table1245,column61260,Type of Fuel
table1234,column61258,Type of Fuel
table1245,column61246,Standard Fuel Consumption
table1256,column28194,Depreciation Ledger
table1234,column61278,Consumed Fuel
table1234,column61277,Balance in Tank
table1256,column28868,Indirect Expense Ledger
table1256,column61245,Meter UOM
table1256,column61221,Type of Fuel
table1256,column61503,Rate Per UOM
table1234,column24416,Breakdown Time (Hrs)
table1234,column36716,Available Time (Hrs)
table1234,column24415,Run Time (Hrs)
table1234,column61082,Shift Time
table1234,column61083,No. of Operators
table1234,column61084,Work location
table1234,column61085,Work Description
table1234,column61086,Status
table1234,column61087,Attach
table1234,column36715,Shift Type
table1234,column24414,Fuel Consumption (Ltr)
table1234,column61275,Total Meter Reading
table1234,column61276,Standard Diesel Consumption
table1234,column61279,Opening Fuel Quantity
table1314,column25894,Last Update Date
table1320,column26031,Batching Plant Calculation
table1313,column25868,Notes
table1314,column25895,Last Update By
table1320,column26019,Sr
table1311,column25829,VAT CST
table1311,column25805,C SSR Flag
table1311,column25820,Initial Fee
table1316,column25964,GL Date
table1317,column25982,Request Date
table1317,column25997,Total Equipment Charges Own
table1315,column25958,TIN No
table1315,column25904,Project Id
table1316,column25979,Actual Cost
table1274,column25134,Amount Applied
table1315,column25956,Ship To Address
table1309,column25728,Template Yn
table1315,column25930,Customer ID
table1290,column25442,End Date
table1290,column25439,Start Date
table1308,column25672,Customer Id
table1308,column25673,Customer Name
table1308,column25674,Relationship
table1308,column25675,Contribution
table1315,column25932,Customer Name
table1315,column25936,Invoice Method
table1315,column25906,Project Code
table1315,column25909,Company Code
table1315,column25910,Project Type
table1310,column25738,K Line Id
table1310,column25745,EMD Deposit
table1312,column25854,Cost Rate Flag
table1316,column25972,Line Number
table1317,column25988,Line Number
table1316,column25976,Unit Price
table1316,column25977,Line Value Total
table1318,column26005,Mason Rate
table1316,column25978,Budgeted Cost
table1317,column25991,Line Quantity
table1317,column25992,Unit Price
table1317,column25993,Line Value Total
table1313,column25878,Mobile No
table1313,column25879,E-Mail
table1313,column25871,Location
table1315,column25908,Name of Division
table1315,column25938,Site Contact
table1315,column25945,Non Lab Bill Rate Schedule
table1315,column25939,Non LAB Inventory Format
table1315,column25940,Billing Cycle
table1315,column25944,Bill Rate Schedule Organization Name
table1315,column25947,Non Labor Scheduled Discount
table1315,column25941,Billing Offset
table1315,column25943,Job Bill Rate Schedule
table1308,column25678,LAB Inventory Format
table1315,column25946,Non Labor Scheduled Fixed Date
table1315,column25948,Non Labor Discount Reason Code
table1315,column25949,Bill To Customer Id
table1315,column25950,Bill To Account Number
table1315,column25951,Bill To Address Id
table1315,column25952,Bill To Address
table1315,column25953,Ship To Customer Id
table1315,column25954,Ship To Account Number
table1315,column25955,Ship To Address Id
table1315,column25957,PAN No
table1310,column25739,Term Code
table1310,column25740,Term Name
table1313,column25862,Consulting Firm
table1313,column25873,State
table1315,column25929,Code Percentage
table1315,column25942,Emp Bill Rate Schedule
table1314,column25896,Last Update Login
table1310,column25742,Term Type Name
table1309,column25704,Product Line Code
table1309,column25709,Status Code
table1309,column25712,Description
table1315,column25937,LAB Inventory Format
table1309,column25733,Reporting Yn
table1309,column25702,Owning Organization ID
table1313,column25874,Country
table1313,column25865,PAN No
table1309,column25732,Export Flag
table1309,column25707,End Date
table1308,column25662,Closed Date
table1309,column25695,SCS Code
table1309,column25708,Buy OR Sell
table1309,column25700,K Type
table1309,column25710,Status_
table1308,column25652,Project Id
table1308,column25654,Project Name
table1308,column25655,Long Name
table1308,column25656,Project Type
table1308,column25657,Carrying Out Organization ID
table1308,column25658,Organization Name
table1308,column25659,Project Status Code
table1308,column25660,Start Date
table1308,column25661,Completion Date
table1308,column25663,Enabled Flag
table1308,column25664,ORG Id
table1308,column25665,Division
table1308,column25666,Scheduled Start Date
table1308,column25667,Scheduled Finish Date
table1308,column25668,Class Category
table1308,column25669,Class Code
table1308,column25670,Code Description
table1308,column25671,Code Percentage
table1309,column25696,Authoring ORG Id
table1309,column25697,K Alias
table1309,column25716,Date received
table1309,column25711,Short Description
table1310,column25737,K Header ID
table1309,column25718,Award cancel Date
table1308,column25687,Non Labor Schedule Discount
table1308,column25688,Non Labor Disc Reason Code 
table1309,column25698,Char Type
table1309,column25699,K Type Code
table1309,column25703,Owning Organization
table1308,column25676,Revenue Accrual Method
table1308,column25677,Invoice Method
table1308,column25679,Non LAB Inventory Format
table1308,column25680,Billing Cycle
table1308,column25681,Billing Offset
table1308,column25682,Emp Bill Rate Schedule
table1308,column25683,Job Bill Rate Schedule
table1308,column25684,Bill Rate Schedule Organization Name
table1308,column25685,Non Lab Bill Rate Schedule
table1308,column25686,Non Labor Scheduled Fixed Date
table1309,column25691,K Header ID
table1309,column25692,K Number
table1309,column25693,Major Version
table1309,column25701,Type Class Code
table1309,column25725,Project Completion Date
table1309,column25714,Date Signed By Customer
table1309,column25715,Date Signed By Contractor
table1309,column25719,Award Date
table1309,column25720,Project ID
table1309,column25721,Project Number
table1309,column25722,Project Name
table1309,column25723,Project Description
table1309,column25724,Project Start Date
table1309,column25726,Project Organization
table1309,column25727,Line Value Total
table1309,column25729,Classified Yn
table1309,column25730,Classified Flag
table1309,column25731,Export Yn
table1309,column25734,Reporting Flag
table1310,column25749,Compilation period
table1310,column25746,Tender Fee
table1310,column25747,Customer
table1310,column25748,Place Of Work
table1310,column25750,PQ Document
table1311,column25754,Header ID
table1311,column25755,Line ID
table1311,column25756,Status_
table1311,column25757,Status Code
table1311,column25758,Line Style
table1311,column25759,Major Version
table1311,column25760,Project Number
table1311,column25761,Project Name
table1311,column25762,Project Organization
table1311,column25763,Task Id
table1311,column25764,Task Number
table1311,column25830,VAT CST Rate
table1311,column25770,NSP Flag
table1311,column25771,Parent Line ID
table1311,column25765,Task Name
table1311,column25814,Award Fee
table1311,column25766,Task Description
table1311,column25767,Item Number
table1311,column25768,Item Description
table1311,column25769,NSN Number
table1311,column25801,DCAA Audit Req. Flag
table1311,column25772,Line Number
table1311,column25773,Line Description
table1311,column25774,Line Qty
table1311,column25775,Unit Price
table1311,column25776,UOM Code
table1311,column25777,Line Value
table1311,column25778,Line Value Total
table1311,column25779,Not Firm Rate
table1311,column25780,Not Firm Line Value
table1311,column25781,Not Firm Line Value Total
table1311,column25782,Landed Cost
table1311,column25783,Billable Flag
table1311,column25784,Shippable Flag
table1311,column25785,Subcontracted Flag
table1311,column25786,Drop Shipped Flag
table1314,column25891,Project ID
table1311,column25787,Completed Flag
table1311,column25788,Comments
table1311,column25789,Target Date Definitize
table1311,column25790,Discount For Payment
table1311,column25791,Cost of Sale Rate
table1311,column25792,Prepayment Amount
table1311,column25793,Prepayment percentage
table1311,column25794,Progress Payment Flag
table1311,column25795,Progress Payment Rate
table1311,column25796,Progress Payment LIQ Rate
table1311,column25797,Line Liquidation Rate
table1311,column25798,Financial Ctrl Flag
table1311,column25835,Service Tax
table1311,column25827,High EDU Cess
table1313,column25863,Contact Person
table1311,column25836,ST Rate
table1311,column25806,C SCS Flag
table1311,column25837,Calib Charge
table1312,column25846,Expenditure Categories
table1311,column25799,Definitized Flag
table1311,column25800,Bill Undefinitized Flag
table1311,column25839,Site Sampling Charge
table1311,column25838,TP INSP Charge
table1311,column25803,Interim RPT Req Flag
table1313,column25877,Phone (Res)
table1312,column25847,Revenue Categories Code
table1313,column25864,Contact Designation
table1311,column25804,NTE warning Flag
table1311,column25807,BOE Description
table1311,column25808,Billing Method
table1311,column25809,Billing Method Code
table1311,column25810,Total Estimated Code
table1311,column25811,Customer Percent in Order 
table1311,column25812,Ceiling Cost
table1311,column25819,Fixed Fee
table1311,column25813,Level of Effort Hours
table1311,column25815,Base Fee
table1311,column25816,Minimum Fee
table1311,column25817,Maximum Fee
table1311,column25818,Award Fee Pool Amount
table1311,column25821,Final Fee
table1311,column25822,Fee AJT Formula
table1311,column25823,Excise Duty
table1311,column25824,Excise Rate
table1311,column25825,EDU Cess
table1311,column25826,EDU Cess Rate
table1311,column25828,High EDU Cess Rate
table1311,column25831,Entry Tax
table1311,column25832,Entry Tax Rate
table1311,column25833,Pack Fwd
table1311,column25834,Pack Fwd Rate
table1311,column25840,Octroi
table1311,column25841,Transport
table1311,column25842,Un Loading
table1312,column25845,Expenditure Type
table1312,column25848,Revenue Categories Name
table1312,column25849,Unit Of Measure
table1316,column25973,Item Number
table1315,column25959,Service Tax No
table1317,column25985,Authoring Org
table1316,column25974,Item Desc
table1316,column25968,Project Code
table1316,column25965,K Header Id
table1316,column25966,K Number
table1316,column25967,Authoring Org
table1316,column25971,Line ID
table1316,column25969,Project Name
table1316,column25975,Line Quantity
table1316,column25970,Parent Line ID
table1317,column25989,Item Number
table1317,column25983,K Header Id
table1317,column25984,K Number
table1317,column25986,Project Number
table1317,column25990,Item Desc
table1317,column25994,Days of Utilization
table1317,column25995,Rate Per Day
table1312,column25850,UOM
table1312,column25851,Start Date Active
table1312,column25855,System Linkage Function
table1312,column25852,End Date Active
table1312,column25853,Description
table1310,column25741,Term Type Code
table1312,column25856,Expenditure Type Class
table1312,column25857,Class Type From Date
table1312,column25858,Class Type To Date
table1313,column25866,Statutory Registration
table1313,column25867,Consultant Profile
table1313,column25870,Address
table1313,column25875,Pincode
table1313,column25876,Phone (Off)
table1313,column25880,Website
table1313,column25881,Fax No.
table1313,column25882,Consultant Expertise
table1313,column25885,Rating
table1315,column25927,Code Description
table1315,column25923,Scheduled Start Date
table1313,column25872,City
table1315,column25919,Closed Date
table1315,column25920,Enabled Flag
table1313,column25883,Area of Expertise
table1313,column25884,Specialty / Scale of Project
table1315,column25921,ORG Id
table1315,column25922,Division
table1315,column25931,Customer Number
table1315,column25928,Project Address
table1315,column25911,Inventory Org ID
table1315,column25912,Organization Name
table1315,column25913,Location ID
table1315,column25914,Location Code
table1315,column25916,Start Date
table1315,column25917,Completion Date
table1315,column25918,Sub Project
table1315,column25924,Scheduled End Date
table1315,column25925,Class Category
table1315,column25926,Class Code
table1315,column25934,Contribution
table1315,column25935,Revenue Accrual Method
table1290,column31648,Group Names
table1309,column25705,Product Line
table1309,column25717,Date Approved
table1309,column25694,Minor Version
table1309,column25706,Start Date
table1308,column25653,Project Number
table1309,column25713,Date Issued
table1310,column25743,Term values
table1310,column25744,Description
table1290,column25433,Name of Company
table1311,column25802,Cost of Money
table1314,column25892,Class Category
table1314,column25893,Class Code
table1315,column25907,Long Name
table1315,column25933,Relationship
table1274,column25132,Customer Transaction ID
table1274,column25133,AR INV Number
table1274,column25130,Cash Receipt ID
table1274,column25131,Receipt Number
table1315,column25915,Project Status Code
table1320,column26024,Factor
table1317,column25999,Parent line ID
table1317,column26000,K line ID
table1314,column25897,Code Description
table1314,column25900,Object Type
table1314,column25899,Object Id
table1314,column25898,Code Percentage
table1314,column25901,Record Version Number
table1315,column25905,Project Name
table1317,column25987,Project Name
table1320,column26023,Unit
table1318,column26008,Welder Rate
table1320,column26021,Item Desc
table1320,column26020,Item Group
table1318,column26004,Name of Company
table1318,column26003,Project Name
table1318,column27518,Other Rate
table1318,column26009,Helper Rate
table1318,column30526,Supervisor Rate
table1318,column26006,Carpenter Rate
table1318,column30528,Carpenter Helper Rate
table1318,column26007,Fitter Rate
table1318,column30529,Fitter Helper Rate
table1318,column30530,Mason Helper Rate
table1318,column30531,Plumber Rate
table1318,column26011,Painter Rate
table1318,column30532,Tile Man Rate
table1318,column30533,Electrician Rate
table1318,column30527,Forman Rate
table1318,column26010,Unskilled Rate
table1320,column26022,Item Number
table1290,column30172,Parent Group
table1290,column25436,Project Name
table1328,column26123,Contractor Name
table1328,column35223,Nature of Work
table1328,column67037,Bar Bender
table1328,column67038,Bar Bender Helper
table1328,column67039,Welder Helper
table1328,column67040,Gas Cutter
table1328,column67041,Gas Cutter Helper
table1328,column67042,Plumber Helper
table1328,column67043,Painter Helper
table1328,column67044,Operator
table1328,column67045,Unskilled Labour
table1328,column67046,Mechanical Fitter
table1328,column67047,Rigger
table1328,column67050,Khalasi
table1328,column67051,Grinder
table1328,column67052,Fusion weld operator
table1328,column67056,Helper Labor
table1328,column67057,Laminator
table1328,column67058,Welder Structural
table1328,column67059,Welder GMAW
table1328,column67060,Welder GTAW
table1328,column67061,Scaffolder
table1328,column67062,Safety Stewards
table1328,column67063,Plasma Cutter
table1328,column67064,Welder GMAW 3G
table1328,column67065,Others
table1348,column26339,Office phone no
table1328,column26128,Helper
table1371,column26715,Bill Date
table1371,column26718,Cheque Date
table1328,column26131,Total
table1328,column35189,Work Description
table1348,column26359,Marriage Date Month
table1331,column26157,Comment on Review / Physical verification on site
table1348,column26358,Marriage Date Date
table1348,column26360,Marriage Date Year
table1348,column30258,Remarks
table1328,column26124,Mason
table1371,column26716,Tax Amount
table1371,column26717,Total Amount Due
table1371,column26720,Cash/Cheque Amt
table1367,column26671,Marriage Date Year
table1348,column26362,PAN 1
table1348,column72855,Address same as Above
table1348,column26341,Communication Address
table1328,column26127,Welder
table1329,column26137,Comments
table1328,column30539,Plumber
table1323,column26052,Sr. No
table1325,column26062,Project Name1
table1371,column26721,ND+W.Fee+M.Pnlty+G.Pnlty+D.F
table1328,column26130,Painter
table1331,column26166,Incoming Material Inspection Detail
table1367,column26670,Marriage Date Month
table1348,column41419,Profession
table1367,column26667,Date of Birth Year
table1367,column26669,Marriage Date Date
table1333,column26174,Sr
table1333,column26186,Details
table1335,column26194,What did lead hands do to correct the problem
table1335,column26193,Problem / Concern Suggestion
table1328,column30540,Tile Man
table1328,column30536,Carpenter Helper
table1328,column30537,Fitter Helper
table1328,column26126,Fitter
table1328,column30538,Mason Helper
table1328,column26129,Unskilled
table1328,column30541,Electrician
table1328,column27411,Other
table1328,column30535,Forman
table1328,column30534,Supervisor
table1328,column26125,Carpenter
table1348,column31500,Source Description
table1371,column26714,Bill No
table1371,column26719,MICR Code
table1322,column31730,Name of Company
table1322,column26040,Asset Description
table1322,column26043,In Transaction Type
table1322,column26042,Category Name
table1325,column26102,Milestone Flag
table1328,column26122,Sr. No
table1367,column26666,Date of Birth Month
table1367,column26665,Date of Birth Date
table1333,column26175,Activity Name
table1328,column20628,Labour Details
table1328,column45627,Labour Activity Code
table1330,column33175,Batching Plant Calculation
table1330,column26140,Sr
table1348,column48047,unused 4
table1348,column33348,Parent Member Code
table1336,column26204,Site Start Date
table1322,column26046,Out Date
table1364,column26598,Bill Date
table1363,column26595,Cheque Date
table1365,column26612,Bill Date
table1325,column26079,TRANS Start Date
table1325,column26068,Top Task ID
table1367,column26635,Register Date
table1325,column26100,Scheduled Finish Date
table1334,column26181,Date
table1364,column26608,Rental Period To
table1364,column26607,Rental Period From
table1332,column26164,Supplier Name
table1335,column26191,Date Identified
table1335,column26195,Date completed by lead hand
table1335,column26196,Date Signed off by Construction Manager
table1336,column26216,Last LTI Date
table1370,column26711,Date
table1337,column26241,No. of Nearmiss Incidents
table1337,column26239,No. of First Aid Cases
table1337,column26237,No. of Unsafe Acts / Conditions observed
table1337,column26236,Severity Rate
table1322,column26044,In Date
table1370,column26706,Cheque Date
table1332,column26171,Signature Date
table1367,column26647,E-Mail2
table1367,column26646,E-Mail
table1348,column26348,CState
table1348,column26346,CCity
table1348,column31498,Source
table1348,column26324,Register Date
table1348,column26363,Director PAN
table1331,column26155,Date of Receipt
table1331,column26151,Unit
table1331,column26152,Quantity
table1348,column26340,whats app number
table1367,column26650,Telephone2
table1348,column31499,Source Name
table1348,column26365,Loan Details
table1348,column31802,Name of Company
table1348,column26336,Password
table1348,column26338,Telephone
table1348,column26355,Date of Birth Month
table1348,column26356,Date of Birth Year
table1321,column26029,Sub Project
table1367,column26645,Pincode
table1365,column26623,Cheque No
table1363,column26589,Suit No.
table1323,column26056,Effective Rate
table1323,column26058,Rate Master
table1336,column26200,Date
table1363,column26593,Rent Amount
table1323,column26055,Factor
table1322,column26049,PO Line Value
table1336,column26205,No of Vehicle Incidents
table1336,column26212,Workplace Incidents RWC
table1336,column26213,Workplace Incidents LTI
table1337,column26232,Reportable Incident LTI
table1337,column26230,Total Man Hours Worked During The Month
table1336,column26214,Workplace Incidents Fatalities
table1362,column26567,Total Rent Arrears
table1363,column26585,Jan to Mar
table1365,column26620,Received Amount
table1336,column26210,Workplace Incidents FAC
table1336,column26211,Workplace Incidents MTC
table1336,column26217,Safe Manhours After Last LTI
table1336,column26218,Average Man-power at Site During The Month
table1336,column26219,Total Manhours Worked During The Month
table1370,column26701,Amount in (Rs.)
table1337,column26235,Frequency Rate
table1365,column26611,Bill No
table1365,column26614,Date
table1337,column26233,Total No. of LTIs
table1325,column26089,State
table1362,column26557,Present Use
table1362,column26556,Permitted Use 
table1325,column26088,City
table1367,column26649,Telephone
table1321,column26026,Date
table1325,column26085,Address 2
table1321,column26030,Grade of Concrete
table1367,column26644,Country
table1367,column26674,Loan Details
table1362,column26553,Room No./ Shop No.
table1366,column26628,Building No./ Chawl No.
table1322,column26035,In Project Number
table1331,column26153,challan No.
table1362,column26550,R.R. No
table1362,column26554,Name of the Original Tenant
table1362,column26562,July to Sept
table1362,column26555,Name of the Present Occupant
table1362,column26561,April to June
table1362,column26560,Rent Arrears upto 31-03-2012
table1362,column26565,Total Rent Receivable
table1362,column26563,Oct to Dec
table1362,column26566,Total Rent Received
table1363,column26574,Room No./ Shop No.
table1362,column26569,Rent Control Section No.
table1362,column26568,Suit No.
table1363,column26571,R.R. No
table1363,column26573,Building No./ Chawl No.
table1363,column26575,Name of the Original Tenant
table1363,column26578,Present Use
table1363,column26592,Rent Date
table1363,column26580,Monthly Rent for F.Y.
table1363,column26579,Carpet Area
table1322,column26047,Days of Utilization
table1330,column26143,Item Number
table1330,column26144,Unit
table1322,column26045,Out Transaction Type
table1364,column26597,Bill No
table1322,column26048,PO Value
table1323,column26053,Item Number
table1323,column26054,Unit Rate
table1325,column26067,Long Task Name
table1325,column26061,Project ID
table1325,column26063,Task ID
table1325,column26083,Address ID
table1325,column26065,Task Name
table1325,column26066,Task Description
table1325,column26069,Parent Task ID
table1325,column26070,WBS Level
table1325,column26072,Billable Flag
table1325,column26077,Task Manager Person ID
table1325,column26076,Work Type
table1325,column26075,Work Type ID
table1325,column26078,Task Manager Name
table1325,column26080,TRANS End Date
table1337,column26226,Location
table1325,column26081,Org ID
table1362,column26552,Building No./ Chawl No.
table1367,column31831,Name of Company
table1363,column26584,Oct to Dec
table1364,column26604,In The Building As known as
table1364,column26603,Flat
table1363,column26591,R.R. No (for Reference)
table1367,column26640,Address
table1367,column26639,Member Name
table1325,column26082,Org Name
table1325,column26084,Location
table1366,column26629,Room No./ Shop No.
table1366,column26632,Contact Person
table1325,column26086,Address3
table1366,column26630,Area
table1366,column26631,Location
table1367,column26634,Member Code@C/H/y/H/M/H/3
table1325,column26090,Country
table1325,column26087,Address 4
table1367,column26638,Party Name
table1367,column26637,Title
table1367,column26643,State
table1367,column26642,City
table1367,column26641,Location
table1325,column26091,Project Number
table1332,column31116,Level
table1325,column26097,Is Billable Flag
table1367,column26657,CCity
table1325,column26101,Duration
table1331,column26148,S. No.
table1367,column26652,Communication Address
table1367,column26655,CLocation
table1330,column26145,Factor
table1367,column26673,Director PAN
table1368,column26677,Building No./ Chawl No.
table1368,column26678,Room No./ Shop No.
table1325,column26104,Total Amt
table1329,column26134,Project Code
table1368,column26676,Name of the Tenant
table1329,column26135,User Name
table1368,column26681,Contact Person
table1368,column26680,Location
table1368,column26679,Area
table1367,column26672,PAN
table1364,column26602,Floor
table1364,column26601,Wing
table1364,column26599,Building No./ Chawl No.
table1348,column26344,CLocation
table1364,column26605,Name of the Tenant
table1332,column26165,GRN No
table1365,column26625,Drawn Own
table1365,column26619,Name of the Tenant
table1365,column26617,Flat
table1365,column26618,In The Building As known as
table1365,column26624,Cheque Date
table1334,column26184,Name of Division
table1334,column26182,User Name
table1365,column26626,Branch Name
table1363,column26572,Transaction Date
table1362,column26551,Transaction Date
table1335,column26192,User Name
table1370,column26700,Particulars
table1336,column26203,Client
table1337,column26224,Date
table1337,column26238,Percent of Compliance
table1337,column26243,No. of Reportable Occupational illness Cases
table1337,column26231,Fatal Incidents Reported
table1337,column26228,Project Start Date
table1337,column26240,Incident Rate
table1336,column26207,No of Property Damage Incidents
table1336,column26206,No of Fire Incidents
table1336,column26208,No of Environ- ment related Incidents 
table1336,column26209,No of Nearmiss Incidents
table1337,column26227,Client 
table1337,column26223,C.C. Number
table1348,column26350,CCountry
table1336,column26220,Cum. Manhours During The Year
table1337,column26229,Average Man power at Site
table1370,column26710,Taluka
table1348,column26352,CPincode
table1370,column26709,Village
table1370,column26702,Name of Tenant
table1337,column26242,Medical Treatment case
table1370,column26712,Place
table1337,column26234,Total Man Days Lost
table1348,column26327,Party Name
table1371,column26731,Propery Tax Receipt List
table1366,column31826,Name of Company
table1362,column31827,Name of Company
table1363,column31828,Name of Company
table1365,column31830,Name of Company
table1364,column31829,Name of Company
table1368,column31835,Name of Company
table1370,column31839,Name of Company
table1337,column26225,Project Name
table1325,column26096,Budgeted Rate
table1322,column26038,Item ID
table1332,column26170,Designation
table1331,column26156,Test Certification Report No
table1332,column26163,Date
table1331,column26158,Remark
table1331,column26154,Batch Identification
table1332,column26169,Signature Person
table1332,column26168,Consultant
table1322,column26041,Asset Number
table1322,column26039,Asset Group
table1325,column26064,Task Number
table1332,column26160,Project Name
table1334,column26183,Project Name
table1335,column26189,Project Name
table1325,column26103,Total Material Amt
table1325,column26095,UOM Code
table1325,column26098,Daily Planned Qty
table1325,column26094,Total Qty
table1325,column26093,Dependent On
table1325,column26092,Project Name
table1325,column26074,Service Type
table1325,column26073,Ready To Bill Flag
table1325,column26071,Allow Charges Flag
table1325,column26099,Scheduled Start Date
table1333,column26178,Action By
table1370,column26705,Cheque No
table1364,column26609,Total Rent Due
table1364,column26606,Monthly Rent
table1365,column26616,Floor
table1365,column26615,Wing
table1331,column26149,Item Group
table1329,column26136,Sub Project
table1322,column26037,Organization Name
table1322,column26036,Inventory Org ID
table1363,column26594,Cheque Number
table1363,column26588,Total Rent Arrears
table1365,column26622,Payment Type
table1367,column26659,CState
table1333,column26177,Corrective Actions Taken
table1333,column26176,Risk Class
table1363,column26590,Rent Control Section No.
table1367,column26663,CPincode
table1367,column26651,Mobile2
table1365,column26613,Building No./ Chawl No.
table1363,column26577,Permitted Use 
table1363,column26576,Name of the Present Occupant
table1367,column26661,CCountry
table1370,column26703,Receipt Rs
table1363,column26582,April to June
table1362,column26564,Jan to Mar
table1367,column26653,Mobile No to Send SMS
table1367,column26648,Mobile
table1363,column26586,Total Rent Receivable
table1370,column26708,NA Assement Khata No
table1370,column26707,Bank Name
table1329,column26133,Project Name
table1336,column26201,Project Name
table1331,column36094,Item Code
table1362,column26559,Monthly Rent for F.Y.
table1362,column26558,Carpet Area
table1336,column26215,Workplace Incidents Number of Lost Mandays
table1363,column26587,Total Rent Received
table1363,column26583,July to Sept
table1364,column26600,Date
table1363,column26581,Rent Arrears upto 31-03-2012
table1332,column26162,Activity Name
table1333,column26179,Action When
table1336,column26202,Location
table1348,column26342,Mobile No to Send SMS
table1330,column26142,Item Desc
table1332,column26161,Sub Project
table1331,column26150,Item Desc
table1348,column26332,State
table1348,column26333,Country
table1348,column26331,City
table1348,column26330,Location
table1348,column26334,Pincode
table1321,column26028,Name of Division
table1321,column26027,Project Name
table1330,column26146,Issued Qty
table1330,column33179,Stk Qty
table1330,column33180,Stk Amount
table1330,column33182,Stk Rate
table1330,column33181,Godown Qty
table1330,column26141,Item Group
table1348,column26326,Title
table1348,column41414,Qualification
table1348,column41415,Caste
table1334,column26185,Sub Project
table1335,column26190,Sub Project
table1330,column45556,Godown Code
table1348,column26361,PAN
table1321,column47085,Grade Unit
table1348,column26329,Address
table1348,column26323,Member Code@C/H/y/H/M/H/3
table1348,column38965,Login Active Till Date
table1348,column38963,Enable Customer App Login
table1348,column26328,Member Name
table1348,column41416,Native
table1348,column41417,Mother Tongue
table1348,column41420,Nominee
table1348,column26335,E-Mail
table1348,column41418,Aadhar Card No.
table1348,column48049,Address Same as Above
table1348,column51500,NRI
table1348,column51501,Passport No.
table1348,column51356,Bank account number
table1348,column51376,Name of bank(Bank Key)
table1348,column51377,IFSC Code
table1348,column51357,Name of organization
table1348,column51359,Office address
table1348,column51358,Designation
table1348,column52983,APPLICATIONNO
table1348,column53001,ANNUAL_INCOME
table1348,column53002,OFFICEADDRESS_COUNTRYCD
table1348,column53003,OFFICEADDRESS_STATECD
table1348,column53004,OFFICEADDRESS_CITYCD
table1348,column53005,OFFICEADDRESS_PINCODE
table1348,column53008,OFFICEADDRESS_EMAIL
table1348,column53010,LMBY
table1348,column53013,MAINACCD
table1348,column53014,ENQNO
table1348,column53015,SPERSONCD
table1348,column53016,AGENTCD
table1348,column53017,BROKARAGE
table1348,column52992,Sex
table1348,column52997,Cust Price Procedure
table1348,column52998,Delivery plant
table1348,column52999,Account Assignment
table1348,column53012,Marital Status
table1348,column52993,Distr channel
table1348,column52994,Division
table1348,column53007,Office Alternate Phone
